gene_id	gene_name	longest_transcript_exon_length
ENSMUSG00000043061.10	Tmem18	2971
ENSMUSG00000054204.6	Alkal2	1509
ENSMUSG00000044573.16	Acp1	3066
ENSMUSG00000020669.15	Sh3yl1	2266
ENSMUSG00000112546.1	Gm6992	1607
ENSMUSG00000112890.1	Gm18502	199
ENSMUSG00000077292.1	Gm25408	133
ENSMUSG00000036136.9	Fam110c	3088
ENSMUSG00000112876.1	Gm32443	773
ENSMUSG00000112799.1	Gm48100	1026
ENSMUSG00000112310.1	Gm48112	3465
ENSMUSG00000095953.2	6030469F06Rik	1537
ENSMUSG00000111944.1	Gm18024	690
ENSMUSG00000112518.1	Gm48117	305
ENSMUSG00000112187.1	Gm6993	210
ENSMUSG00000112567.1	Gm32899	207
ENSMUSG00000065200.1	Gm24613	130
ENSMUSG00000002900.16	Lamb1	5784
ENSMUSG00000020664.10	Dld	2544
ENSMUSG00000001225.12	Slc26a3	3462
ENSMUSG00000091040.1	Gm9359	1221
ENSMUSG00000020659.16	Cbll1	3945
ENSMUSG00000099851.1	Gm29542	704
ENSMUSG00000101007.1	Gm29541	678
ENSMUSG00000020651.8	Slc26a4	3075
ENSMUSG00000112718.1	Gm48524	360
ENSMUSG00000020650.15	Bcap29	6155
ENSMUSG00000020648.3	Dus4l	1773
ENSMUSG00000035933.5	Cog5	3610
ENSMUSG00000044067.7	Gpr22	4587
ENSMUSG00000112033.1	Gm48808	348
ENSMUSG00000112779.1	Gm18029	844
ENSMUSG00000111987.1	Gm48809	2225
ENSMUSG00000088242.1	Gm25913	135
ENSMUSG00000002996.17	Hbp1	3142
ENSMUSG00000002997.15	Prkar2b	3378
ENSMUSG00000112569.1	Gm33111	3388
ENSMUSG00000112071.1	5430401H09Rik	2620
ENSMUSG00000020573.17	Pik3cg	5871
ENSMUSG00000111893.1	Gm47928	554
ENSMUSG00000112578.1	Gm33308	652
ENSMUSG00000065645.1	Gm23875	318
ENSMUSG00000090946.3	Ccdc71l	4240
ENSMUSG00000112865.1	Gm40375	1428
ENSMUSG00000112171.1	Gm17820	1068
ENSMUSG00000112617.1	Gm47937	115
ENSMUSG00000112218.1	Gm18726	2010
ENSMUSG00000020572.8	Nampt	4527
ENSMUSG00000096954.1	Gdap10	5003
ENSMUSG00000112166.1	Gm47948	1557
ENSMUSG00000097494.7	4933406C10Rik	1633
ENSMUSG00000112124.1	Gm19056	797
ENSMUSG00000112916.1	Gm18622	595
ENSMUSG00000112887.1	Gm47961	253
ENSMUSG00000020570.15	Sypl	4999
ENSMUSG00000089136.1	Gm24922	102
ENSMUSG00000035860.9	Cdhr3	2953
ENSMUSG00000092931.2	Gm22904	160
ENSMUSG00000052125.16	F730043M19Rik	3312
ENSMUSG00000084979.1	Gm16267	732
ENSMUSG00000020564.17	Atxn7l1	3548
ENSMUSG00000079143.3	Atxn7l1os1	1836
ENSMUSG00000085664.1	Atxn7l1os2	2019
ENSMUSG00000020562.7	Efcab10	673
ENSMUSG00000112094.1	Gm47506	714
ENSMUSG00000020561.8	Twistnb	4325
ENSMUSG00000077750.1	Gm23529	132
ENSMUSG00000112076.1	Gm9368	831
ENSMUSG00000114064.1	Gm9370	609
ENSMUSG00000114082.1	Gm40383	610
ENSMUSG00000046518.3	Ferd3l	886
ENSMUSG00000035799.6	Twist1	1628
ENSMUSG00000004698.10	Hdac9	7940
ENSMUSG00000113756.1	Gm18025	862
ENSMUSG00000113386.1	Gm47357	2705
ENSMUSG00000052376.2	4921508M14Rik	1099
ENSMUSG00000077264.1	Gm24429	132
ENSMUSG00000092305.1	Prps1l1	1676
ENSMUSG00000089043.1	Gm24359	221
ENSMUSG00000020590.16	Snx13	6231
ENSMUSG00000113792.1	Gm10933	1861
ENSMUSG00000113571.1	Gm48137	2239
ENSMUSG00000076253.1	Mir680-3	87
ENSMUSG00000105488.1	Gm44396	114
ENSMUSG00000065195.1	Gm26071	107
ENSMUSG00000019256.17	Ahr	5548
ENSMUSG00000113741.1	Gm48236	817
ENSMUSG00000113580.1	Gm48237	2102
ENSMUSG00000113548.1	Gm34047	606
ENSMUSG00000113985.1	9130015A21Rik	837
ENSMUSG00000113833.1	Gm48264	2019
ENSMUSG00000114058.1	Gm46317	393
ENSMUSG00000114167.1	Gm7002	2165
ENSMUSG00000114090.1	Gm9472	526
ENSMUSG00000036231.5	Agr3	826
ENSMUSG00000020581.11	Agr2	907
ENSMUSG00000020577.17	Tspan13	1932
ENSMUSG00000059301.7	Gm5434	1451
ENSMUSG00000020547.5	Bzw2	2533
ENSMUSG00000113732.1	Gm18115	621
ENSMUSG00000113349.1	Gm48369	1740
ENSMUSG00000036188.4	Ankmy2	4329
ENSMUSG00000113511.1	Gm19046	1298
ENSMUSG00000020545.14	Lrrc72	1141
ENSMUSG00000113832.1	Gm40392	562
ENSMUSG00000036169.6	Sostdc1	1781
ENSMUSG00000114141.1	Gm34215	492
ENSMUSG00000088906.1	Gm25438	110
ENSMUSG00000091007.1	D630036H23Rik	940
ENSMUSG00000043153.6	Crppa	4022
ENSMUSG00000114135.1	Gm7252	456
ENSMUSG00000092998.1	Mir5099	74
ENSMUSG00000113064.1	Gm40394	633
ENSMUSG00000113507.1	Gm48613	1688
ENSMUSG00000112974.1	Gm18026	727
ENSMUSG00000105215.1	Gm44326	101
ENSMUSG00000114052.1	Gm48616	523
ENSMUSG00000113764.1	Gm48617	1053
ENSMUSG00000101067.1	Gm29007	679
ENSMUSG00000036144.6	Meox2	2360
ENSMUSG00000050103.18	Agmo	3155
ENSMUSG00000113005.1	Gm34408	655
ENSMUSG00000114007.1	Gm48660	282
ENSMUSG00000036095.11	Dgkb	6373
ENSMUSG00000113154.1	Gm48713	2846
ENSMUSG00000113608.1	Gm48715	549
ENSMUSG00000113941.1	Gm35755	2077
ENSMUSG00000113248.1	Gm18338	560
ENSMUSG00000112967.1	4930428E07Rik	3799
ENSMUSG00000113968.1	Gm48813	702
ENSMUSG00000113520.1	Gm4257	513
ENSMUSG00000004151.17	Etv1	6576
ENSMUSG00000113229.1	Gm18442	639
ENSMUSG00000113933.1	Gm34611	627
ENSMUSG00000113108.1	Gm47832	402
ENSMUSG00000113092.1	Gm34662	603
ENSMUSG00000113266.1	Gm19563	270
ENSMUSG00000113272.1	Gm34809	1135
ENSMUSG00000113896.1	Gm18591	763
ENSMUSG00000114079.1	Gm47855	165
ENSMUSG00000077700.1	Gm24069	127
ENSMUSG00000113343.1	Gm34923	5043
ENSMUSG00000113384.1	Gm47859	452
ENSMUSG00000077269.1	Gm24434	132
ENSMUSG00000113277.1	Gm18116	537
ENSMUSG00000113761.1	Gm4263	1101
ENSMUSG00000113874.1	Gm47868	299
ENSMUSG00000114147.1	Gm18939	1120
ENSMUSG00000047446.18	Arl4a	3936
ENSMUSG00000086315.1	Arl4aos	748
ENSMUSG00000002565.16	Scin	2995
ENSMUSG00000071342.5	Lsmem1	2152
ENSMUSG00000090387.1	Gm17056	2299
ENSMUSG00000001627.12	Ifrd1	3378
ENSMUSG00000090582.1	Gm17024	634
ENSMUSG00000089371.1	Mir1938	100
ENSMUSG00000035983.4	Gm7008	1366
ENSMUSG00000113181.1	Gm47954	520
ENSMUSG00000055917.15	Zfp277	4504
ENSMUSG00000035954.10	Dock4	8552
ENSMUSG00000113435.1	Gm19441	330
ENSMUSG00000113510.1	Gm7239	860
ENSMUSG00000113337.1	Gm19220	803
ENSMUSG00000114166.1	Gm18246	728
ENSMUSG00000114130.1	Gm18954	1792
ENSMUSG00000056899.10	Immp2l	1147
ENSMUSG00000113994.1	Gm47375	1298
ENSMUSG00000113086.1	Gm47376	690
ENSMUSG00000077613.1	Gm25497	132
ENSMUSG00000113454.1	Gm47373	784
ENSMUSG00000113516.1	Gm47368	1037
ENSMUSG00000036295.5	Lrrn3	3865
ENSMUSG00000113766.1	Gm47374	2494
ENSMUSG00000113438.1	Gm47369	325
ENSMUSG00000113105.1	Gm47371	222
ENSMUSG00000113370.1	Gm46348	2151
ENSMUSG00000113979.1	Gm47012	401
ENSMUSG00000113420.1	Gm7242	705
ENSMUSG00000113989.1	Gm47013	473
ENSMUSG00000112898.1	Gm47020	318
ENSMUSG00000093214.1	Gm25248	98
ENSMUSG00000112407.1	Gm33340	578
ENSMUSG00000112904.1	Gm47030	439
ENSMUSG00000065004.1	Gm26326	129
ENSMUSG00000112844.1	Gm47036	3841
ENSMUSG00000112258.1	Gm10165	2380
ENSMUSG00000111960.1	Gm46349	917
ENSMUSG00000112038.1	Gm47056	3845
ENSMUSG00000111920.1	Gm7370	767
ENSMUSG00000014905.4	Dnajb9	2461
ENSMUSG00000093618.1	Mir5627	61
ENSMUSG00000112547.1	Gm47096	2086
ENSMUSG00000036257.15	Pnpla8	13507
ENSMUSG00000112795.1	Gm2027	1629
ENSMUSG00000020598.16	Nrcam	6275
ENSMUSG00000112056.1	Gm48181	1066
ENSMUSG00000112448.1	Gm48182	1680
ENSMUSG00000112823.1	Gm6125	3472
ENSMUSG00000046314.16	Stxbp6	4553
ENSMUSG00000081636.2	Gm15901	941
ENSMUSG00000086012.2	Gm15902	3477
ENSMUSG00000112112.1	Gm48508	2627
ENSMUSG00000088852.1	Gm24731	131
ENSMUSG00000089226.1	Gm22076	84
ENSMUSG00000092404.2	Gm9921	4399
ENSMUSG00000112054.1	Gm33680	4117
ENSMUSG00000112768.1	Gm48517	152
ENSMUSG00000112604.1	Gm48518	2295
ENSMUSG00000112859.1	Gm48522	1200
ENSMUSG00000064800.1	Gm24948	207
ENSMUSG00000112915.1	Gm18112	1195
ENSMUSG00000112088.1	Gm48531	324
ENSMUSG00000112811.1	Gm7422	640
ENSMUSG00000112174.1	Gm48535	2960
ENSMUSG00000112410.1	B230217J21Rik	3896
ENSMUSG00000112169.1	Gm48536	3330
ENSMUSG00000021047.7	Nova1	7154
ENSMUSG00000112358.1	Gm33869	3142
ENSMUSG00000112420.1	Gm48543	2229
ENSMUSG00000112483.1	Gm48542	4557
ENSMUSG00000089227.1	Gm25051	249
ENSMUSG00000104308.1	Gm36971	378
ENSMUSG00000112215.1	Gm2089	479
ENSMUSG00000112232.1	Gm48578	472
ENSMUSG00000112908.1	Gm7392	345
ENSMUSG00000111984.1	Gm46327	365
ENSMUSG00000112085.1	Gm48587	268
ENSMUSG00000091277.2	Gm1818	1184
ENSMUSG00000112005.1	Gm29818	165
ENSMUSG00000108639.1	AC124542.1	908
ENSMUSG00000064616.1	Gm26454	107
ENSMUSG00000098099.1	Gm7456	1011
ENSMUSG00000112651.1	Gm18623	953
ENSMUSG00000112763.1	Gm34304	1139
ENSMUSG00000020950.10	Foxg1	3973
ENSMUSG00000089922.2	Gm43517	3904
ENSMUSG00000104861.1	3110039M20Rik	868
ENSMUSG00000112486.1	Gm48659	435
ENSMUSG00000100844.1	1810007C17Rik	710
ENSMUSG00000112079.1	Gm19599	358
ENSMUSG00000089025.1	Gm25015	128
ENSMUSG00000112605.1	Gm7476	661
ENSMUSG00000098219.1	Gm7481	995
ENSMUSG00000112353.1	Gm40418	1013
ENSMUSG00000002688.8	Prkd1	3653
ENSMUSG00000112372.1	Gm48779	1458
ENSMUSG00000112154.1	Gm48777	373
ENSMUSG00000112685.1	Gm40421	658
ENSMUSG00000111986.1	1700008C04Rik	797
ENSMUSG00000088966.1	Gm22088	117
ENSMUSG00000112926.1	Gm7172	1152
ENSMUSG00000046620.4	Rps11-ps4	474
ENSMUSG00000035293.13	G2e3	6803
ENSMUSG00000020952.10	Scfd1	6842
ENSMUSG00000111959.1	Gm18503	728
ENSMUSG00000020953.17	Coch	2681
ENSMUSG00000020954.16	Strn3	3701
ENSMUSG00000020955.9	Ap4s1	1035
ENSMUSG00000089346.1	Gm22663	102
ENSMUSG00000035247.16	Hectd1	9012
ENSMUSG00000112746.1	Gm19309	205
ENSMUSG00000035181.6	Heatr5a	7763
ENSMUSG00000097159.1	Gm26517	1172
ENSMUSG00000020956.14	Dtd2	2564
ENSMUSG00000112064.1	Gm47399	474
ENSMUSG00000035148.4	Gpr33	1388
ENSMUSG00000112063.1	Gm32220	298
ENSMUSG00000035142.18	Nubpl	2987
ENSMUSG00000112139.1	Gm47431	2409
ENSMUSG00000111982.1	Gm35135	990
ENSMUSG00000112437.1	Gm35188	535
ENSMUSG00000035133.9	Arhgap5	9323
ENSMUSG00000100315.6	1700031P21Rik	466
ENSMUSG00000064663.1	Gm24859	107
ENSMUSG00000064489.1	Gm23296	107
ENSMUSG00000112412.1	Gm35239	487
ENSMUSG00000061603.8	Akap6	14847
ENSMUSG00000112251.1	Gm47488	409
ENSMUSG00000070192.1	n-R5s58	119
ENSMUSG00000021010.8	Npas3	5879
ENSMUSG00000113179.1	1700030L22Rik	704
ENSMUSG00000099407.1	1700060O08Rik	281
ENSMUSG00000112549.1	Gm35818	1568
ENSMUSG00000035105.5	Egln3	2662
ENSMUSG00000112821.1	1700104L18Rik	598
ENSMUSG00000064605.3	Gm22220	149
ENSMUSG00000088386.1	Gm24692	146
ENSMUSG00000112705.1	Gm47552	384
ENSMUSG00000113970.1	Gm7550	282
ENSMUSG00000112053.1	Gm46328	976
ENSMUSG00000112204.1	Gm47553	480
ENSMUSG00000114047.1	Gm7557	865
ENSMUSG00000113947.1	Gm10465	3334
ENSMUSG00000112145.1	Gm6218	628
ENSMUSG00000044408.7	Sptssa	1346
ENSMUSG00000106344.1	Mir1892	80
ENSMUSG00000113096.1	Gm40884	541
ENSMUSG00000093322.1	Gm24971	110
ENSMUSG00000054302.15	Eapp	4186
ENSMUSG00000113392.1	Gm36262	499
ENSMUSG00000096349.1	Gm22513	164
ENSMUSG00000072255.3	Rpl31-ps17	378
ENSMUSG00000096214.1	Gm22634	164
ENSMUSG00000094826.1	Gm23804	164
ENSMUSG00000111904.1	Gm2395	424
ENSMUSG00000096659.1	Gm25679	164
ENSMUSG00000093815.1	Gm26444	164
ENSMUSG00000112186.1	Gm2412	426
ENSMUSG00000095590.1	Gm24305	164
ENSMUSG00000096206.1	Gm22317	164
ENSMUSG00000005656.9	Snx6	1928
ENSMUSG00000062929.8	Cfl2	2940
ENSMUSG00000113209.1	1700081N11Rik	569
ENSMUSG00000035021.13	Baz1a	6188
ENSMUSG00000098026.2	Gm27014	937
ENSMUSG00000092233.1	Gm20403	372
ENSMUSG00000088922.1	Gm24296	106
ENSMUSG00000062198.5	2700097O09Rik	4110
ENSMUSG00000113467.1	Gm46350	415
ENSMUSG00000113137.1	Gm7511	450
ENSMUSG00000073079.6	Srp54a	4498
ENSMUSG00000095595.2	Fam177a	3922
ENSMUSG00000112022.1	Gm2436	774
ENSMUSG00000113693.1	Gm48340	405
ENSMUSG00000112449.1	Srp54b	3646
ENSMUSG00000094103.2	1700047I17Rik2	3863
ENSMUSG00000112690.1	Gm2446	772
ENSMUSG00000114160.1	Gm48352	405
ENSMUSG00000079108.6	Srp54c	3642
ENSMUSG00000112368.1	Gm49376	367
ENSMUSG00000021022.9	Ppp2r3c	4216
ENSMUSG00000021023.14	1110008L16Rik	3386
ENSMUSG00000021024.14	Psma6	1042
ENSMUSG00000059033.7	Rpl18a-ps1	523
ENSMUSG00000021025.8	Nfkbia	1578
ENSMUSG00000112348.1	Gm36634	1259
ENSMUSG00000063129.1	Aldoart2	1658
ENSMUSG00000045440.4	Insm2	2660
ENSMUSG00000021027.17	Ralgapa1	8841
ENSMUSG00000112393.1	Gm48655	1344
ENSMUSG00000046747.8	Gm9812	968
ENSMUSG00000092949.1	Gm23394	91
ENSMUSG00000012076.8	Brms1l	2609
ENSMUSG00000065244.1	Gm22296	103
ENSMUSG00000112315.1	Gm5183	629
ENSMUSG00000093300.1	Gm23799	120
ENSMUSG00000112650.1	Gm5184	1702
ENSMUSG00000112211.1	Gm47682	353
ENSMUSG00000077455.1	Gm25917	130
ENSMUSG00000112164.1	Gm19990	1224
ENSMUSG00000088389.1	Gm24685	285
ENSMUSG00000021028.8	Mbip	1512
ENSMUSG00000066491.4	Cox6c2	231
ENSMUSG00000112626.1	Gm18027	619
ENSMUSG00000112343.1	Sfta3-ps	4774
ENSMUSG00000112468.1	Gm47720	2141
ENSMUSG00000001496.15	Nkx2-1	2809
ENSMUSG00000098172.7	Gm26973	696
ENSMUSG00000077177.1	Gm25760	132
ENSMUSG00000092515.8	C87198	1045
ENSMUSG00000104155.1	Gm38103	864
ENSMUSG00000058669.7	Nkx2-9	1264
ENSMUSG00000112618.1	Gm48835	1279
ENSMUSG00000112886.1	Gm18339	888
ENSMUSG00000089894.2	Gm15524	463
ENSMUSG00000001497.18	Pax9	4232
ENSMUSG00000035472.14	Slc25a21	2609
ENSMUSG00000079104.4	Prps1l3	1720
ENSMUSG00000047022.18	Mipol1	3737
ENSMUSG00000078982.3	Gm11025	466
ENSMUSG00000086372.1	Gm16246	1346
ENSMUSG00000084793.1	Gm2568	1166
ENSMUSG00000103704.1	Gm37291	533
ENSMUSG00000035451.7	Foxa1	3191
ENSMUSG00000046782.14	Ttc6	5782
ENSMUSG00000085851.1	4921518K17Rik	3390
ENSMUSG00000066489.2	Rpl26-ps2	435
ENSMUSG00000112911.1	BC042761	938
ENSMUSG00000111886.1	Gm47617	462
ENSMUSG00000112704.1	Gm46329	609
ENSMUSG00000035431.4	Sstr1	2014
ENSMUSG00000045930.3	Clec14a	4571
ENSMUSG00000112487.1	Gm18873	1045
ENSMUSG00000112785.1	Gm47645	1315
ENSMUSG00000112531.1	Gm2649	610
ENSMUSG00000112649.1	Gm47647	1266
ENSMUSG00000097443.2	Gm17529	3093
ENSMUSG00000020986.13	Sec23a	4109
ENSMUSG00000060121.15	Gemin2	1946
ENSMUSG00000065232.1	Gm22973	191
ENSMUSG00000020993.9	Trappc6b	1486
ENSMUSG00000020994.5	Pnn	3485
ENSMUSG00000066487.3	Gm5786	882
ENSMUSG00000060566.4	Rpl21-ps3	483
ENSMUSG00000021000.17	Mia2	4434
ENSMUSG00000077505.1	Gm24233	122
ENSMUSG00000035329.7	Fbxo33	3688
ENSMUSG00000098820.1	Gm27284	70
ENSMUSG00000112385.1	Gm48258	312
ENSMUSG00000098229.1	Gm7719	975
ENSMUSG00000112583.1	Gm4930	1087
ENSMUSG00000112867.1	Gm48263	184
ENSMUSG00000112671.1	Gm18242	542
ENSMUSG00000111978.1	Gm48268	791
ENSMUSG00000112851.1	Gm7727	671
ENSMUSG00000077586.1	Gm24377	131
ENSMUSG00000077603.1	Gm22673	131
ENSMUSG00000112355.1	Gm48285	2020
ENSMUSG00000112050.1	Gm29809	493
ENSMUSG00000112455.1	Gm48289	312
ENSMUSG00000112092.1	Gm32936	177
ENSMUSG00000112687.1	Gm18871	745
ENSMUSG00000112840.1	Gm20049	730
ENSMUSG00000113549.1	Gm7739	1560
ENSMUSG00000113678.1	Gm6068	387
ENSMUSG00000089603.1	Gm23059	107
ENSMUSG00000102199.1	Gm38172	567
ENSMUSG00000114112.1	Gm48301	864
ENSMUSG00000113518.1	Gm48304	328
ENSMUSG00000114039.1	Gm48305	548
ENSMUSG00000098029.2	Gm7745	973
ENSMUSG00000100476.1	Nanog-ps2	529
ENSMUSG00000113429.1	Gm20063	1089
ENSMUSG00000035653.16	Lrfn5	4410
ENSMUSG00000113456.1	Gm30738	502
ENSMUSG00000113588.1	Gm48328	1881
ENSMUSG00000084664.1	Gm23213	313
ENSMUSG00000113043.1	Gm7753	867
ENSMUSG00000088468.1	Gm24750	104
ENSMUSG00000113725.1	Gm48358	1468
ENSMUSG00000113144.1	Gm2754	589
ENSMUSG00000113171.1	Gm48359	134
ENSMUSG00000113111.1	Gm7754	2064
ENSMUSG00000113395.1	Gm48365	2735
ENSMUSG00000113071.1	Gm6353	1051
ENSMUSG00000113523.1	Gm48366	3175
ENSMUSG00000113153.1	Gm48367	331
ENSMUSG00000113890.1	Gm48368	1804
ENSMUSG00000080349.1	Gm24590	119
ENSMUSG00000091396.2	Spanxn4	424
ENSMUSG00000114044.1	Gm19134	487
ENSMUSG00000114078.1	Tspyl-ps	1117
ENSMUSG00000113590.1	Gm48378	265
ENSMUSG00000098200.1	Gm7763	1006
ENSMUSG00000058933.5	Gm5185	619
ENSMUSG00000113393.1	Gm48415	1723
ENSMUSG00000114123.1	Gm48416	2121
ENSMUSG00000112972.1	Gm48417	3845
ENSMUSG00000064958.1	Gm24921	107
ENSMUSG00000113684.1	Gm48418	3808
ENSMUSG00000113602.1	Gm5653	1337
ENSMUSG00000113208.1	Gm48421	489
ENSMUSG00000113152.1	Gm48422	2706
ENSMUSG00000043060.8	Fscb	3361
ENSMUSG00000077703.1	Gm24066	131
ENSMUSG00000091905.3	Gm6395	691
ENSMUSG00000114029.1	Gm4806	1690
ENSMUSG00000113075.1	Rpl7a-ps1	793
ENSMUSG00000047227.5	Gm527	1468
ENSMUSG00000020948.9	Klhl28	6459
ENSMUSG00000035614.11	Togaram1	6386
ENSMUSG00000113298.1	Gm48559	317
ENSMUSG00000035597.19	Prpf39	4314
ENSMUSG00000087790.1	Gm25970	86
ENSMUSG00000020949.9	Fkbp3	6939
ENSMUSG00000114157.1	Gm47870	1326
ENSMUSG00000055884.8	Fancm	7816
ENSMUSG00000112992.1	Gm47869	163
ENSMUSG00000047534.17	Mis18bp1	5016
ENSMUSG00000113228.1	4930471E15Rik	626
ENSMUSG00000113233.1	Gm31063	580
ENSMUSG00000035560.5	Wdr20rt	2257
ENSMUSG00000113442.1	Gm47973	199
ENSMUSG00000077590.1	Gm26015	125
ENSMUSG00000088441.1	Gm25599	103
ENSMUSG00000077218.1	Gm23948	132
ENSMUSG00000077270.1	Gm22782	132
ENSMUSG00000113785.1	Gm47975	226
ENSMUSG00000113531.1	Gm2915	787
ENSMUSG00000060499.7	Rpl10l	1023
ENSMUSG00000114093.1	Gm47979	196
ENSMUSG00000113288.1	Gm47982	2340
ENSMUSG00000034912.17	Mdga2	9833
ENSMUSG00000113291.1	Gm19001	1651
ENSMUSG00000113808.1	Gm47988	785
ENSMUSG00000088019.1	Gm23826	119
ENSMUSG00000113501.1	Gm18940	871
ENSMUSG00000114180.1	Gm47989	111
ENSMUSG00000113698.1	Gm47987	2795
ENSMUSG00000113364.1	Gm48059	163
ENSMUSG00000113777.1	Gm48060	298
ENSMUSG00000065233.1	n-R5s60	119
ENSMUSG00000113948.1	Rpl17-ps3	556
ENSMUSG00000084448.1	Gm26256	186
ENSMUSG00000114010.1	Gm47432	853
ENSMUSG00000113657.1	Gm17821	1693
ENSMUSG00000114128.1	Gm47452	379
ENSMUSG00000113182.1	Gm20102	220
ENSMUSG00000113526.1	Gm47453	769
ENSMUSG00000113674.1	Hspe1-ps1	330
ENSMUSG00000113655.1	Gm47454	1209
ENSMUSG00000113867.1	Gm47456	549
ENSMUSG00000113161.1	Gm47457	4475
ENSMUSG00000113561.1	Gm19176	1831
ENSMUSG00000113433.1	Gm47489	583
ENSMUSG00000113166.1	Gm19047	1099
ENSMUSG00000113503.1	Gm47490	683
ENSMUSG00000084660.1	n-R5s61	118
ENSMUSG00000112933.1	Gm47491	677
ENSMUSG00000113320.1	Gm47515	626
ENSMUSG00000113098.1	Gm2912	1799
ENSMUSG00000113716.1	Gm47518	1739
ENSMUSG00000113600.1	Gm7868	680
ENSMUSG00000113158.1	Gm31447	384
ENSMUSG00000083191.1	Gm15571	637
ENSMUSG00000089071.1	Gm24499	104
ENSMUSG00000034892.8	Rps29	461
ENSMUSG00000099021.1	Rn7s1	300
ENSMUSG00000106279.1	Gm47287	70
ENSMUSG00000105788.1	Gm47295	79
ENSMUSG00000034883.9	Lrr1	1500
ENSMUSG00000049751.6	Rpl36al	1276
ENSMUSG00000113149.1	Gm49383	1147
ENSMUSG00000043998.10	Mgat2	2614
ENSMUSG00000020973.7	Dnaaf2	3390
ENSMUSG00000113786.1	Gm49384	945
ENSMUSG00000097061.2	9330151L19Rik	2545
ENSMUSG00000020974.6	Pole2	1706
ENSMUSG00000113190.1	Gm47545	523
ENSMUSG00000051890.13	Klhdc1	2620
ENSMUSG00000085539.1	Gm15561	540
ENSMUSG00000020978.10	Klhdc2	3316
ENSMUSG00000020982.9	Nemf	4732
ENSMUSG00000105145.1	Gm47299	80
ENSMUSG00000099250.1	Rn7s2	300
ENSMUSG00000105398.1	Gm47305	70
ENSMUSG00000113318.1	Gm18113	303
ENSMUSG00000052673.2	Gm9887	1985
ENSMUSG00000044147.8	Arf6	1534
ENSMUSG00000113035.1	5830428M24Rik	1034
ENSMUSG00000095776.1	Gm23018	109
ENSMUSG00000049882.10	Vcpkmt	3340
ENSMUSG00000034801.13	Sos2	5607
ENSMUSG00000065919.1	Gm24449	106
ENSMUSG00000020988.9	L2hgdh	3340
ENSMUSG00000054894.6	Dmac2l	1599
ENSMUSG00000020990.5	Cdkl1	1689
ENSMUSG00000076065.1	Mir681	110
ENSMUSG00000020992.5	4930512B01Rik	3150
ENSMUSG00000034761.15	Map4k5	4498
ENSMUSG00000113497.1	Gm18030	731
ENSMUSG00000097329.1	4931403G20Rik	1699
ENSMUSG00000021066.9	Atl1	6025
ENSMUSG00000078370.1	Gm6316	1020
ENSMUSG00000065327.1	Gm22058	310
ENSMUSG00000079076.2	Gm3086	620
ENSMUSG00000021067.8	Sav1	3360
ENSMUSG00000113898.1	Gm19144	1859
ENSMUSG00000113491.1	Gm19221	1477
ENSMUSG00000089153.1	Gm23579	103
ENSMUSG00000021068.16	Nin	9919
ENSMUSG00000114099.1	Gm48695	733
ENSMUSG00000090121.10	Abhd12b	3028
ENSMUSG00000021069.17	Pygl	3150
ENSMUSG00000085298.2	F730035M05Rik	1296
ENSMUSG00000021071.16	Trim9	4807
ENSMUSG00000113694.1	Gm48747	785
ENSMUSG00000112945.1	Gm32151	915
ENSMUSG00000021072.12	Tmx1	2795
ENSMUSG00000113944.1	Gm48847	702
ENSMUSG00000113302.1	Gm32219	1819
ENSMUSG00000114005.1	Gm24474	469
ENSMUSG00000088068.1	Gm47290	101
ENSMUSG00000114159.1	Gm48866	343
ENSMUSG00000112950.1	Gm32369	1467
ENSMUSG00000113900.1	Gm40437	767
ENSMUSG00000048285.9	Frmd6	4662
ENSMUSG00000113584.1	Gm46355	1671
ENSMUSG00000113707.1	Gm10457	1906
ENSMUSG00000088686.1	Gm24857	310
ENSMUSG00000021076.6	Actr10	4022
ENSMUSG00000060073.9	Psma3	2846
ENSMUSG00000085622.9	3110056K07Rik	1790
ENSMUSG00000048118.17	Arid4a	4998
ENSMUSG00000021078.5	Tomm20l	584
ENSMUSG00000021079.16	Timm9	2564
ENSMUSG00000034601.17	2700049A03Rik	5763
ENSMUSG00000113878.1	Gm19045	1193
ENSMUSG00000113572.1	Gm7959	1078
ENSMUSG00000044548.11	Dact1	3650
ENSMUSG00000087109.1	4930474H06Rik	1590
ENSMUSG00000113278.1	Gm33016	677
ENSMUSG00000113441.1	Gm40438	1061
ENSMUSG00000100668.1	1700083H02Rik	637
ENSMUSG00000113630.1	4930404H11Rik	1271
ENSMUSG00000114028.1	9630002D21Rik	2345
ENSMUSG00000084463.1	Gm22959	303
ENSMUSG00000114063.1	Gm47555	336
ENSMUSG00000113422.1	Gm47556	698
ENSMUSG00000034574.10	Daam1	5879
ENSMUSG00000098224.1	Gm7985	981
ENSMUSG00000114155.1	Gm7986	551
ENSMUSG00000043398.5	Gpr135	3150
ENSMUSG00000019718.8	L3hypdh	1952
ENSMUSG00000005078.16	Jkamp	1874
ENSMUSG00000021086.5	Ccdc175	2622
ENSMUSG00000113976.1	Gm18243	887
ENSMUSG00000095382.1	Gm24466	109
ENSMUSG00000021087.18	Rtn1	3629
ENSMUSG00000021090.16	Lrrc9	4739
ENSMUSG00000106138.1	Gm44392	115
ENSMUSG00000034501.7	Pcnx4	4300
ENSMUSG00000109482.2	Gm4756	2344
ENSMUSG00000113143.1	Ly6e-ps1	367
